geoid,Type_1.19
36047038700,LI - Ongoing Gentrification
36047038800,MHI - Stable or Early Stage of Exclusion
36047038900,LI - Ongoing Gentrification
36047039000,LI - Not Losing Low-Income Households
36047039100,LI - Not Losing Low-Income Households
36047039200,LI - Not Losing Low-Income Households
36047039300,LI - Ongoing Gentrification
36047039400,LI - Ongoing Gentrification
36047039500,LI - Ongoing Displacement of Low-Income Households
36047039600,LI - Ongoing Displacement of Low-Income Households
36047039700,LI - Not Losing Low-Income Households
36047039800,LI - Not Losing Low-Income Households
36047039900,LI - Ongoing Displacement of Low-Income Households
36047040000,LI - Ongoing Displacement of Low-Income Households
36047040100,LI - Ongoing Displacement of Low-Income Households
36047040200,LI - Not Losing Low-Income Households
36047040300,LI - Not Losing Low-Income Households
36047040400,LI - Not Losing Low-Income Households
36047040500,LI - Ongoing Gentrification
36047040600,LI - Not Losing Low-Income Households
36047040700,Missing Data
36047040800,MHI - Stable or Early Stage of Exclusion
36047040900,LI - Not Losing Low-Income Households
36047041000,LI - Not Losing Low-Income Households
36047041100,LI - At Risk of Gentrification
36047041200,LI - Not Losing Low-Income Households
36047041300,LI - Ongoing Gentrification
36047041401,MHI - Advanced Exclusion
36047041402,LI - Not Losing Low-Income Households
36047041500,LI - Ongoing Displacement of Low-Income Households
36047041600,LI - Not Losing Low-Income Households
36047041700,LI - At Risk of Gentrification
36047041800,LI - Ongoing Displacement of Low-Income Households
36047041900,LI - Not Losing Low-Income Households
36047042000,LI - Not Losing Low-Income Households
36047042100,LI - Ongoing Gentrification
36047042200,MHI - Stable or Early Stage of Exclusion
36047042300,LI - Ongoing Gentrification
36047042400,LI - Ongoing Displacement of Low-Income Households
36047042500,LI - Ongoing Gentrification
36047042600,LI - Not Losing Low-Income Households
36047042700,LI - Ongoing Gentrification
36047042800,LI - Not Losing Low-Income Households
36047042900,LI - Ongoing Displacement of Low-Income Households
36047043000,LI - Not Losing Low-Income Households
36047043100,LI - Ongoing Gentrification
36047043200,LI - Not Losing Low-Income Households
36047043300,LI - Not Losing Low-Income Households
36047043400,LI - Ongoing Displacement of Low-Income Households
36047043500,LI - Not Losing Low-Income Households
36047043600,LI - Ongoing Displacement of Low-Income Households
36047043700,LI - Ongoing Gentrification
36047043800,LI - Not Losing Low-Income Households
36047043900,LI - Not Losing Low-Income Households
36047044000,LI - Ongoing Displacement of Low-Income Households
36047044100,LI - Ongoing Gentrification
36047044200,MHI - Stable or Early Stage of Exclusion
36047044300,MHI - Advanced Gentrification
36047044400,LI - Ongoing Displacement of Low-Income Households
36047044500,LI - Not Losing Low-Income Households
36047044600,LI - Not Losing Low-Income Households
36047044700,LI - Ongoing Displacement of Low-Income Households
36047044800,LI - Not Losing Low-Income Households
36047044900,LI - Ongoing Displacement of Low-Income Households
36047045000,LI - Ongoing Displacement of Low-Income Households
36047045200,MHI - Ongoing Exclusion
36047045300,MHI - Advanced Gentrification
36047045400,LI - Not Losing Low-Income Households
36047045600,LI - Not Losing Low-Income Households
36047045800,MHI - Stable or Early Stage of Exclusion
36047046000,LI - Not Losing Low-Income Households
36047046201,LI - Not Losing Low-Income Households
36047046202,LI - Not Losing Low-Income Households
36047046400,LI - Ongoing Gentrification
36047046800,LI - Not Losing Low-Income Households
36047047000,LI - Ongoing Displacement of Low-Income Households
36047047200,LI - Ongoing Gentrification
36047047400,LI - Ongoing Gentrification
36047047600,LI - Ongoing Displacement of Low-Income Households
36047047700,MHI - Advanced Gentrification
36047047800,LI - Ongoing Gentrification
36047048000,LI - Not Losing Low-Income Households
36047048100,MHI - Ongoing Exclusion
36047048200,LI - Ongoing Displacement of Low-Income Households
36047048400,LI - Not Losing Low-Income Households
36047048500,MHI - Stable or Early Stage of Exclusion
36047048600,LI - Not Losing Low-Income Households
36047048800,LI - Ongoing Displacement of Low-Income Households
36047048900,Missing Data
36047049000,LI - Ongoing Displacement of Low-Income Households
36047049100,LI - At Risk of Gentrification
36047049200,LI - Ongoing Displacement of Low-Income Households
36047049300,LI - Ongoing Gentrification
36047049400,LI - Ongoing Displacement of Low-Income Households
36047049500,MHI - Advanced Gentrification
36047049600,MHI - Ongoing Exclusion
36047049700,MHI - Advanced Gentrification
36047049800,MHI - Stable or Early Stage of Exclusion
36047049900,MHI - Ongoing Exclusion
36047050000,MHI - Stable or Early Stage of Exclusion
36047050100,MHI - Advanced Gentrification
36047050202,MHI - Ongoing Exclusion
36047050300,MHI - Advanced Gentrification
36047050400,MHI - Advanced Exclusion
36047050500,LI - Ongoing Gentrification
36047050600,LI - Ongoing Displacement of Low-Income Households
36047050700,LI - Not Losing Low-Income Households
36047050801,LI - Ongoing Displacement of Low-Income Households
36047050803,LI - Ongoing Displacement of Low-Income Households
36047050804,LI - Ongoing Displacement of Low-Income Households
36047050900,LI - Not Losing Low-Income Households
36047051001,LI - Ongoing Displacement of Low-Income Households
36047051002,LI - Ongoing Displacement of Low-Income Households
36047051100,LI - Ongoing Gentrification
36047051200,LI - Not Losing Low-Income Households
36047051300,MHI - Advanced Gentrification
36047051400,LI - At Risk of Gentrification
36047051500,MHI - Advanced Exclusion
36047051601,LI - Ongoing Displacement of Low-Income Households
36047051602,LI - Ongoing Displacement of Low-Income Households
36047051700,MHI - Stable or Early Stage of Exclusion
36047051800,MHI - Stable or Early Stage of Exclusion
36047051900,MHI - Advanced Gentrification
36047052000,LI - Ongoing Gentrification
36047052300,LI - Ongoing Gentrification
36047052500,LI - Ongoing Displacement of Low-Income Households
36047052600,MHI - Advanced Exclusion
36047052700,LI - Ongoing Gentrification
36047052800,MHI - Stable or Early Stage of Exclusion
36047052900,LI - Ongoing Displacement of Low-Income Households
36047053000,LI - Not Losing Low-Income Households
36047053100,LI - Ongoing Gentrification
36047053200,MHI - Advanced Exclusion
36047053300,LI - Ongoing Displacement of Low-Income Households
36047053400,LI - Not Losing Low-Income Households
36047053500,LI - Not Losing Low-Income Households
36047053700,LI - Not Losing Low-Income Households
36047053800,LI - Not Losing Low-Income Households
36047053900,LI - At Risk of Gentrification
36047054200,LI - Not Losing Low-Income Households
36047054300,Missing Data
36047054400,LI - Not Losing Low-Income Households
36047054500,LI - At Risk of Gentrification
36047054600,LI - Not Losing Low-Income Households
36047054700,LI - Not Losing Low-Income Households
36047054800,MHI - Stable or Early Stage of Exclusion
36047054900,MHI - Advanced Gentrification
36047055000,MHI - Stable or Early Stage of Exclusion
36047055100,MHI - Advanced Gentrification
36047055200,LI - Not Losing Low-Income Households
36047055300,MHI - Ongoing Exclusion
36047055400,LI - Ongoing Displacement of Low-Income Households
36047055500,MHI - Advanced Gentrification
36047055600,MHI - Stable or Early Stage of Exclusion
36047055700,MHI - Advanced Gentrification
36047055800,LI - Ongoing Displacement of Low-Income Households
36047056000,MHI - Ongoing Exclusion
36047056100,MHI - Advanced Gentrification
36047056200,MHI - Stable or Early Stage of Exclusion
36047056300,MHI - Ongoing Exclusion
36047056400,MHI - Advanced Exclusion
36047056500,MHI - Ongoing Exclusion
36047056600,MHI - Stable or Early Stage of Exclusion
36047056800,MHI - Stable or Early Stage of Exclusion
36047056900,MHI - Stable or Early Stage of Exclusion
36047057000,MHI - Stable or Early Stage of Exclusion
36047057100,MHI - Ongoing Exclusion
36047057200,LI - At Risk of Gentrification
36047057300,MHI - Ongoing Exclusion
36047057400,MHI - Stable or Early Stage of Exclusion
36047057500,MHI - Advanced Gentrification
36047057600,MHI - Stable or Early Stage of Exclusion
36047057800,LI - Not Losing Low-Income Households
36047057900,MHI - Ongoing Exclusion
36047058000,LI - Not Losing Low-Income Households
36047058200,LI - Ongoing Displacement of Low-Income Households
36047058400,MHI - Stable or Early Stage of Exclusion
36047058600,MHI - Stable or Early Stage of Exclusion
36047058800,MHI - Stable or Early Stage of Exclusion
36047058900,MHI - Stable or Early Stage of Exclusion
36047059000,LI - Not Losing Low-Income Households
36047059100,MHI - Ongoing Exclusion
36047059200,LI - Not Losing Low-Income Households
36047059300,MHI - Advanced Gentrification
36047059401,LI - Not Losing Low-Income Households
36047059402,MHI - Stable or Early Stage of Exclusion
36047059600,MHI - Ongoing Exclusion
36047059800,MHI - Stable or Early Stage of Exclusion
36047060000,LI - Not Losing Low-Income Households
36047060600,LI - Not Losing Low-Income Households
36047060800,LI - Not Losing Low-Income Households
36047061002,MHI - Advanced Exclusion
36047061003,LI - Ongoing Displacement of Low-Income Households
36047061004,LI - Ongoing Gentrification
36047061200,MHI - Stable or Early Stage of Exclusion
36047061600,MHI - Stable or Early Stage of Exclusion
36047062000,MHI - Stable or Early Stage of Exclusion
36047062200,MHI - Advanced Gentrification
36047062600,LI - Not Losing Low-Income Households
36047062800,MHI - Stable or Early Stage of Exclusion
36047063200,MHI - Stable or Early Stage of Exclusion
36047063600,MHI - Stable or Early Stage of Exclusion
36047063800,MHI - Ongoing Exclusion
36047064000,MHI - Advanced Gentrification
36047064200,MHI - Advanced Exclusion
36047064400,MHI - Stable or Early Stage of Exclusion
36047064600,MHI - Advanced Gentrification
36047064800,MHI - Stable or Early Stage of Exclusion
36047065000,LI - Not Losing Low-Income Households
36047065200,MHI - Stable or Early Stage of Exclusion
36047065400,MHI - Advanced Gentrification
36047065600,MHI - Stable or Early Stage of Exclusion
36047065800,MHI - Stable or Early Stage of Exclusion
36047066000,MHI - Stable or Early Stage of Exclusion
36047066200,MHI - Stable or Early Stage of Exclusion
36047066600,Missing Data
36047067000,MHI - Ongoing Exclusion
36047067200,MHI - Ongoing Exclusion
36047067400,MHI - Stable or Early Stage of Exclusion
36047067600,MHI - Stable or Early Stage of Exclusion
36047067800,MHI - Ongoing Exclusion
36047068000,MHI - Stable or Early Stage of Exclusion
36047068200,MHI - Ongoing Exclusion
36047068600,LI - Not Losing Low-Income Households
36047068800,MHI - Stable or Early Stage of Exclusion
36047069000,MHI - Stable or Early Stage of Exclusion
36047069200,MHI - Advanced Gentrification
36047069601,LI - Not Losing Low-Income Households
36047069602,MHI - Stable or Early Stage of Exclusion
36047069800,MHI - Stable or Early Stage of Exclusion
36047070000,LI - Not Losing Low-Income Households
36047070201,MHI - Stable or Early Stage of Exclusion
36047070202,Missing Data
36047070203,Missing Data
36047070600,MHI - Stable or Early Stage of Exclusion
36047072000,MHI - Advanced Gentrification
36047072200,MHI - Stable or Early Stage of Exclusion
36047072400,MHI - Stable or Early Stage of Exclusion
36047072600,MHI - Stable or Early Stage of Exclusion
36047072800,MHI - Stable or Early Stage of Exclusion
36047073000,MHI - Stable or Early Stage of Exclusion
36047073200,MHI - Ongoing Exclusion
36047073400,MHI - Stable or Early Stage of Exclusion
36047073600,MHI - Stable or Early Stage of Exclusion
36047073800,LI - Not Losing Low-Income Households
36047074000,MHI - Advanced Gentrification
36047074200,MHI - Stable or Early Stage of Exclusion
36047074400,MHI - Advanced Gentrification
36047074600,MHI - Stable or Early Stage of Exclusion
36047074800,MHI - Stable or Early Stage of Exclusion
36047075000,LI - Not Losing Low-Income Households
36047075200,MHI - Stable or Early Stage of Exclusion
36047075400,MHI - Stable or Early Stage of Exclusion
36047075600,MHI - Stable or Early Stage of Exclusion
36047075800,MHI - Stable or Early Stage of Exclusion
36047076000,LI - Not Losing Low-Income Households
36047076200,LI - Not Losing Low-Income Households
36047076400,LI - Not Losing Low-Income Households
36047076600,MHI - Stable or Early Stage of Exclusion
36047076800,LI - Not Losing Low-Income Households
36047077000,LI - Not Losing Low-Income Households
36047077200,MHI - Stable or Early Stage of Exclusion
36047077400,MHI - Ongoing Exclusion
36047077600,MHI - Stable or Early Stage of Exclusion
36047078000,MHI - Stable or Early Stage of Exclusion
36047078200,MHI - Ongoing Exclusion
36047078400,MHI - Stable or Early Stage of Exclusion
36047078600,LI - Not Losing Low-Income Households
36047078800,LI - Not Losing Low-Income Households
36047079000,LI - Not Losing Low-Income Households
36047079200,LI - Not Losing Low-Income Households
36047079400,LI - Not Losing Low-Income Households
36047079601,LI - Ongoing Displacement of Low-Income Households
36047079602,LI - At Risk of Gentrification
36047079801,MHI - Stable or Early Stage of Exclusion
36047079802,MHI - Stable or Early Stage of Exclusion
36047080000,MHI - Stable or Early Stage of Exclusion
36047080200,LI - Not Losing Low-Income Households
36047080400,LI - Not Losing Low-Income Households
36047080600,LI - Ongoing Gentrification
36047080800,LI - Not Losing Low-Income Households
36047081000,LI - Ongoing Gentrification
36047081400,LI - Not Losing Low-Income Households
36047081600,LI - Not Losing Low-Income Households
36047081800,LI - Ongoing Displacement of Low-Income Households
36047082000,LI - Not Losing Low-Income Households
36047082200,LI - Not Losing Low-Income Households
36047082400,LI - Not Losing Low-Income Households
36047082600,LI - Not Losing Low-Income Households
36047082800,LI - Ongoing Gentrification
36047083000,LI - Ongoing Displacement of Low-Income Households
36047083200,MHI - Stable or Early Stage of Exclusion
36047083400,MHI - Stable or Early Stage of Exclusion
36047083600,MHI - Stable or Early Stage of Exclusion
36047083800,LI - Not Losing Low-Income Households
36047084000,LI - Not Losing Low-Income Households
36047084600,LI - Not Losing Low-Income Households
36047084800,LI - Not Losing Low-Income Households
36047085000,MHI - Stable or Early Stage of Exclusion
36047085200,Missing Data
36047085400,LI - Not Losing Low-Income Households
36047085600,LI - Not Losing Low-Income Households
36047085800,LI - Not Losing Low-Income Households
36047086000,LI - Ongoing Gentrification
36047086200,LI - Ongoing Displacement of Low-Income Households
36047086400,LI - Not Losing Low-Income Households
36047086600,LI - Not Losing Low-Income Households
36047086800,MHI - Stable or Early Stage of Exclusion
36047087000,LI - Not Losing Low-Income Households
36047087200,LI - Not Losing Low-Income Households
36047087401,LI - At Risk of Gentrification
36047087600,LI - At Risk of Gentrification
36047087800,LI - Not Losing Low-Income Households
36047088000,LI - Not Losing Low-Income Households
36047088200,LI - Not Losing Low-Income Households
36047088400,LI - Ongoing Displacement of Low-Income Households
36047088600,LI - Not Losing Low-Income Households
36047088800,LI - Ongoing Displacement of Low-Income Households
36047089000,LI - Not Losing Low-Income Households
36047089200,LI - At Risk of Gentrification
36047089400,LI - Not Losing Low-Income Households
36047089600,LI - Not Losing Low-Income Households
36047089800,LI - Ongoing Gentrification
36047090000,LI - At Risk of Gentrification
36047090200,LI - Ongoing Displacement of Low-Income Households
36047090600,LI - At Risk of Gentrification
36047090800,LI - At Risk of Gentrification
36047091000,LI - At Risk of Gentrification
36047091200,LI - At Risk of Gentrification
36047091600,LI - Ongoing Gentrification
36047091800,LI - At Risk of Gentrification
36047092000,LI - Not Losing Low-Income Households
36047092200,LI - At Risk of Gentrification
36047092400,LI - At Risk of Gentrification
36047092800,LI - Not Losing Low-Income Households
36047093000,MHI - Stable or Early Stage of Exclusion
36047093200,MHI - Stable or Early Stage of Exclusion
36047093400,LI - Ongoing Displacement of Low-Income Households
36047093600,MHI - Stable or Early Stage of Exclusion
36047093800,LI - Not Losing Low-Income Households
36047094401,MHI - Stable or Early Stage of Exclusion
36047094402,Missing Data
36047094600,MHI - Stable or Early Stage of Exclusion
36047095000,MHI - Stable or Early Stage of Exclusion
36047095400,MHI - Stable or Early Stage of Exclusion
36047095600,MHI - Stable or Early Stage of Exclusion
36047095800,MHI - Stable or Early Stage of Exclusion
36047096000,Missing Data
36047096200,MHI - Advanced Gentrification
36047096400,MHI - Stable or Early Stage of Exclusion
36047096600,MHI - Stable or Early Stage of Exclusion
36047096800,MHI - Stable or Early Stage of Exclusion
36047097000,MHI - Ongoing Exclusion
36047097400,MHI - Stable or Early Stage of Exclusion
36047098200,LI - At Risk of Gentrification
36047098400,MHI - Stable or Early Stage of Exclusion
36047098600,MHI - Stable or Early Stage of Exclusion
36047098800,MHI - Advanced Gentrification
36047099000,MHI - Advanced Gentrification
36047099200,MHI - Advanced Gentrification
36047099400,MHI - Ongoing Exclusion
36047099600,MHI - Ongoing Exclusion
36047099800,MHI - Stable or Early Stage of Exclusion
36047100400,MHI - Stable or Early Stage of Exclusion
36047100600,MHI - Stable or Early Stage of Exclusion
36047100800,MHI - Stable or Early Stage of Exclusion
36047101000,MHI - Stable or Early Stage of Exclusion
36047101200,LI - Not Losing Low-Income Households
36047101400,MHI - Stable or Early Stage of Exclusion
36047101600,MHI - Ongoing Exclusion
36047101800,MHI - Stable or Early Stage of Exclusion
36047102000,MHI - Advanced Gentrification
36047102200,MHI - Stable or Early Stage of Exclusion
36047102400,MHI - Stable or Early Stage of Exclusion
36047102600,MHI - Stable or Early Stage of Exclusion
36047102800,MHI - Stable or Early Stage of Exclusion
36047103400,LI - At Risk of Gentrification
36047105801,LI - At Risk of Gentrification
36047105804,LI - At Risk of Gentrification
36047107000,MHI - Stable or Early Stage of Exclusion
36047107800,MHI - Stable or Early Stage of Exclusion
36047109800,LI - Not Losing Low-Income Households
36047110400,LI - At Risk of Gentrification
36047110600,Missing Data
36047111000,LI - At Risk of Gentrification
36047111600,LI - Not Losing Low-Income Households
36047111800,LI - Not Losing Low-Income Households
36047112000,LI - Ongoing Gentrification
36047112200,LI - Not Losing Low-Income Households
36047112400,LI - Not Losing Low-Income Households
36047112600,LI - Ongoing Displacement of Low-Income Households
36047112800,LI - Not Losing Low-Income Households
36047113000,LI - Not Losing Low-Income Households
36047113200,LI - Ongoing Displacement of Low-Income Households
36047113400,LI - Ongoing Gentrification
36047114201,LI - Not Losing Low-Income Households
36047114202,LI - Ongoing Displacement of Low-Income Households
36047114400,LI - At Risk of Gentrification
36047114600,LI - Not Losing Low-Income Households
36047115000,LI - Not Losing Low-Income Households
36047115200,LI - Not Losing Low-Income Households
36047115600,LI - At Risk of Gentrification
36047115800,LI - Ongoing Gentrification
36047116000,LI - At Risk of Gentrification
36047116200,LI - Not Losing Low-Income Households
36047116400,LI - Not Losing Low-Income Households
36047116600,LI - Ongoing Gentrification
36047116800,LI - Ongoing Gentrification
36047117000,LI - Not Losing Low-Income Households
36047117201,LI - Ongoing Displacement of Low-Income Households
36047117202,LI - Ongoing Displacement of Low-Income Households
36047117400,LI - Not Losing Low-Income Households
36047117601,LI - Not Losing Low-Income Households
36047117602,LI - Not Losing Low-Income Households
36047117800,LI - Not Losing Low-Income Households
36047118000,Missing Data
36047118201,LI - Not Losing Low-Income Households
36047118202,LI - Ongoing Gentrification
36047118400,LI - Not Losing Low-Income Households
36047118600,LI - Ongoing Displacement of Low-Income Households
36047118800,LI - Not Losing Low-Income Households
36047119000,LI - Not Losing Low-Income Households
36047119200,LI - Ongoing Gentrification
36047119400,LI - Ongoing Gentrification
36047119600,LI - Ongoing Gentrification
36047119800,LI - Not Losing Low-Income Households
36047120000,LI - Not Losing Low-Income Households
36047120200,LI - Not Losing Low-Income Households
36047120800,LI - Not Losing Low-Income Households
36047121000,LI - At Risk of Gentrification
36047121400,LI - At Risk of Gentrification
36047122000,LI - Not Losing Low-Income Households
36047123700,LI - Not Losing Low-Income Households
36047150200,MHI - Stable or Early Stage of Exclusion
36047152200,MHI - Stable or Early Stage of Exclusion
36059300100,MHI - Stable or Early Stage of Exclusion
36059300300,MHI - Stable or Early Stage of Exclusion
36059300400,MHI - Stable or Early Stage of Exclusion
36059300500,MHI - Stable or Early Stage of Exclusion
36059300600,MHI - Stable or Early Stage of Exclusion
36059300700,MHI - Stable or Early Stage of Exclusion
36059300800,MHI - Stable or Early Stage of Exclusion
36059300900,MHI - Stable or Early Stage of Exclusion
36059301000,VHI - Super Gentrification or Exclusion
36059301101,MHI - Ongoing Exclusion
36059301102,MHI - Stable or Early Stage of Exclusion
36059301200,MHI - Ongoing Exclusion
36059301300,MHI - Advanced Exclusion
36059301400,VHI - Super Gentrification or Exclusion
36059301500,VHI - Super Gentrification or Exclusion
36059301600,VHI - Super Gentrification or Exclusion
36059301700,VHI - Super Gentrification or Exclusion
36059301800,MHI - Advanced Exclusion
36059301900,VHI - Super Gentrification or Exclusion
36059302000,MHI - Stable or Early Stage of Exclusion
36059302101,VHI - Super Gentrification or Exclusion
36059302102,VHI - Super Gentrification or Exclusion
36059302200,MHI - Advanced Exclusion
36059302300,VHI - Super Gentrification or Exclusion
36059302400,MHI - Advanced Gentrification
36059302501,VHI - Super Gentrification or Exclusion
36059302502,VHI - Super Gentrification or Exclusion
36059302600,MHI - Stable or Early Stage of Exclusion
36059302700,MHI - Stable or Early Stage of Exclusion
36059302800,MHI - Ongoing Exclusion
36059302900,MHI - Advanced Gentrification
36059303000,MHI - Ongoing Exclusion
36059303101,MHI - Stable or Early Stage of Exclusion
36059303102,MHI - Ongoing Exclusion
36059303201,MHI - Stable or Early Stage of Exclusion
36059303202,MHI - Stable or Early Stage of Exclusion
36059303301,MHI - Advanced Gentrification
36059303302,MHI - Stable or Early Stage of Exclusion
36059303400,VHI - Super Gentrification or Exclusion
36059303500,MHI - Ongoing Exclusion
36059303600,MHI - Stable or Early Stage of Exclusion
36059303700,MHI - Ongoing Exclusion
36059303800,MHI - Stable or Early Stage of Exclusion
36059303900,MHI - Stable or Early Stage of Exclusion
36059304001,MHI - Advanced Gentrification
36059304002,MHI - Stable or Early Stage of Exclusion
36059304100,MHI - Stable or Early Stage of Exclusion
36059304202,MHI - Stable or Early Stage of Exclusion
36059304203,MHI - Stable or Early Stage of Exclusion
36059304204,LI - Not Losing Low-Income Households
36059404300,MHI - Advanced Gentrification
36059404400,MHI - Stable or Early Stage of Exclusion
36059404500,MHI - Stable or Early Stage of Exclusion
36059404600,MHI - Ongoing Exclusion
36059404700,MHI - Advanced Gentrification
36059404800,MHI - Stable or Early Stage of Exclusion
36059404901,MHI - Stable or Early Stage of Exclusion
36059404902,MHI - Stable or Early Stage of Exclusion
36059405000,MHI - Stable or Early Stage of Exclusion
36059405100,MHI - Stable or Early Stage of Exclusion
36059405200,MHI - Stable or Early Stage of Exclusion
36059405301,MHI - Ongoing Exclusion
36059405302,MHI - Ongoing Exclusion
36059405400,MHI - Ongoing Exclusion
36059405500,MHI - Ongoing Exclusion
36059405600,MHI - Advanced Gentrification
36059405700,MHI - Advanced Gentrification
36059405800,MHI - Advanced Gentrification
36059405900,MHI - Advanced Gentrification
36059406001,MHI - Ongoing Exclusion
36059406002,MHI - Stable or Early Stage of Exclusion
36059406100,MHI - Advanced Gentrification
36059406201,MHI - Stable or Early Stage of Exclusion
36059406202,MHI - Advanced Gentrification
36059406300,VHI - Super Gentrification or Exclusion
36059406400,MHI - Advanced Gentrification
36059406501,VHI - Super Gentrification or Exclusion
36059406600,VHI - Super Gentrification or Exclusion
36059406701,MHI - Stable or Early Stage of Exclusion
36059406702,LI - At Risk of Gentrification
36059406801,LI - At Risk of Gentrification
36059406802,LI - At Risk of Gentrification
36059406900,LI - Not Losing Low-Income Households
36059407000,LI - At Risk of Gentrification
36059407101,MHI - Ongoing Exclusion
36059407102,MHI - Stable or Early Stage of Exclusion
36059407201,LI - At Risk of Gentrification
36059407203,MHI - Stable or Early Stage of Exclusion
36059407204,MHI - Stable or Early Stage of Exclusion
36059407301,MHI - Stable or Early Stage of Exclusion
36059407302,MHI - Stable or Early Stage of Exclusion
36059407401,MHI - Stable or Early Stage of Exclusion
36059407402,MHI - Stable or Early Stage of Exclusion
36059407501,MHI - Stable or Early Stage of Exclusion
36059407502,MHI - Stable or Early Stage of Exclusion
36059407600,MHI - Stable or Early Stage of Exclusion
36059407700,MHI - Stable or Early Stage of Exclusion
36059407801,MHI - Stable or Early Stage of Exclusion
36059407802,LI - Ongoing Displacement of Low-Income Households
36059407900,MHI - Stable or Early Stage of Exclusion
36059408000,MHI - Advanced Gentrification
36059408100,MHI - Stable or Early Stage of Exclusion
36059408200,MHI - Advanced Gentrification
36059408300,MHI - Advanced Gentrification
36059408400,MHI - Stable or Early Stage of Exclusion
36059408500,MHI - Stable or Early Stage of Exclusion
36059408600,MHI - Stable or Early Stage of Exclusion
36059408700,MHI - Advanced Gentrification
36059408800,MHI - Advanced Gentrification
36059408900,MHI - Advanced Gentrification
36059409000,MHI - Advanced Gentrification
36059409100,MHI - Stable or Early Stage of Exclusion
36059409200,MHI - Ongoing Exclusion
36059409300,MHI - Advanced Gentrification
36059409400,MHI - Advanced Gentrification
36059409500,MHI - Advanced Gentrification
36059409600,MHI - Advanced Gentrification
36059409700,MHI - Stable or Early Stage of Exclusion
36059409800,MHI - Stable or Early Stage of Exclusion
36059409900,MHI - Advanced Gentrification
36059410000,MHI - Stable or Early Stage of Exclusion
36059410100,MHI - Stable or Early Stage of Exclusion
36059410200,MHI - Stable or Early Stage of Exclusion
36059410300,MHI - Stable or Early Stage of Exclusion
36059410400,MHI - Advanced Gentrification
36059410500,MHI - Stable or Early Stage of Exclusion
36059410600,MHI - Advanced Gentrification
36059410700,MHI - Stable or Early Stage of Exclusion
36059410800,MHI - Ongoing Exclusion
36059410900,MHI - Ongoing Exclusion
36059411000,LI - Not Losing Low-Income Households
36059411100,LI - Not Losing Low-Income Households
36059411200,MHI - Stable or Early Stage of Exclusion
36059411301,MHI - Stable or Early Stage of Exclusion
36059411302,VHI - Super Gentrification or Exclusion
36059411400,MHI - Stable or Early Stage of Exclusion
36059411500,VHI - Super Gentrification or Exclusion
36059411600,VHI - Super Gentrification or Exclusion
36059411700,MHI - Stable or Early Stage of Exclusion
36059411800,MHI - Stable or Early Stage of Exclusion
36059411901,MHI - Stable or Early Stage of Exclusion
36059411902,MHI - Advanced Gentrification
36059412000,MHI - Stable or Early Stage of Exclusion
36059412100,MHI - Stable or Early Stage of Exclusion
36059412200,MHI - Stable or Early Stage of Exclusion
36059412301,MHI - Advanced Exclusion
36059412302,MHI - Ongoing Exclusion
36059412400,MHI - Stable or Early Stage of Exclusion
36059412500,VHI - Super Gentrification or Exclusion
36059412600,VHI - Super Gentrification or Exclusion
36059412700,VHI - Super Gentrification or Exclusion
36059412800,MHI - Advanced Gentrification
36059412900,MHI - Stable or Early Stage of Exclusion
36059413001,MHI - Stable or Early Stage of Exclusion
36059413002,MHI - Stable or Early Stage of Exclusion
36059413100,MHI - Advanced Gentrification
36059413200,MHI - Stable or Early Stage of Exclusion
36059413300,MHI - Stable or Early Stage of Exclusion
36059413400,MHI - Advanced Gentrification
36059413500,MHI - Stable or Early Stage of Exclusion
36059413600,MHI - Stable or Early Stage of Exclusion
36059413700,MHI - Ongoing Exclusion
36059413803,MHI - Stable or Early Stage of Exclusion
36059413804,MHI - Stable or Early Stage of Exclusion
36059413900,MHI - Stable or Early Stage of Exclusion
36059414001,MHI - Stable or Early Stage of Exclusion
36059414002,MHI - Stable or Early Stage of Exclusion
36059414100,MHI - Stable or Early Stage of Exclusion
36059414201,MHI - Stable or Early Stage of Exclusion
36059414202,MHI - Stable or Early Stage of Exclusion
36059414301,MHI - Stable or Early Stage of Exclusion
36059414303,MHI - Stable or Early Stage of Exclusion
36059414304,LI - At Risk of Gentrification
36059414400,LI - Not Losing Low-Income Households
36059414501,MHI - Stable or Early Stage of Exclusion
36059414502,MHI - Stable or Early Stage of Exclusion
36059414600,MHI - Advanced Exclusion
36059414700,MHI - Advanced Gentrification
36059414800,MHI - Advanced Gentrification
36059414900,MHI - Stable or Early Stage of Exclusion
36059415000,MHI - Ongoing Exclusion
36059415101,MHI - Advanced Gentrification
36059415102,VHI - Super Gentrification or Exclusion
36059415201,VHI - Super Gentrification or Exclusion
36059415202,VHI - Super Gentrification or Exclusion
36059415300,MHI - Stable or Early Stage of Exclusion
36059415401,MHI - Advanced Gentrification
36059415402,MHI - Advanced Gentrification
36059415500,MHI - Stable or Early Stage of Exclusion
36059415600,MHI - Advanced Gentrification
36059415700,MHI - Advanced Gentrification
36059415802,MHI - Advanced Exclusion
36059416000,MHI - Advanced Gentrification
36059416100,MHI - Ongoing Exclusion
36059416201,MHI - Stable or Early Stage of Exclusion
36059416202,MHI - Ongoing Exclusion
36059416300,MHI - Stable or Early Stage of Exclusion
36059416401,MHI - Stable or Early Stage of Exclusion
36059416402,MHI - Stable or Early Stage of Exclusion
36059416500,MHI - Stable or Early Stage of Exclusion
