GEOID,Typology
36081027800,LI - Not Losing Low-Income Households
36081104700,LI - Not Losing Low-Income Households
36081105900,MHI - Not Losing Low-Income Households
36081027000,LI - Ongoing Gentrification
36081027100,LI - Not Losing Low-Income Households
36081027200,LI - Ongoing Displacement of Low- Income Households
36081027300,LI - Not Losing Low-Income Households
36081027900,LI - Not Losing Low-Income Households
36081028000,MHI - Advanced Gentrification
36081028100,LI - Not Losing Low-Income Households
36081028200,MHI - Advanced Gentrification
36081028400,LI - Ongoing Gentrification
36081094500,MHI - Not Losing Low-Income Households
36081094700,MHI - Not Losing Low-Income Households
36081096400,LI - Not Losing Low-Income Households
36081097300,MHI - At Risk of Exclusion
36081109700,MHI - At Risk of Exclusion
36081098100,MHI - At Risk of Exclusion
36081098700,MHI - At Risk of Exclusion
36081099100,MHI - Not Losing Low-Income Households
36055013300,MHI - At Risk of Exclusion
36081099200,LI - Not Losing Low-Income Households
36081112300,MHI - At Risk of Exclusion
36081109900,MHI - Displacement of LI hh - Ongoing Exclusion
36081112900,MHI - Not Losing Low-Income Households
36081113900,LI - Not Losing Low-Income Households
36081114100,MHI - At Risk of Exclusion
36081029700,LI - Not Losing Low-Income Households
36081029100,LI - Not Losing Low-Income Households
36081029300,LI - Not Losing Low-Income Households
36081029500,MHI - Advanced Gentrification
36081028700,MHI - At Risk of Exclusion
36081028800,LI - Ongoing Gentrification
36081028900,MHI - At Risk of Exclusion
36081033000,MHI - Not Losing Low-Income Households
36081030902,LI - Not Losing Low-Income Households
36081031700,LI - Not Losing Low-Income Households
36081032000,MHI - Not Losing Low-Income Households
36081032800,LI - Not Losing Low-Income Households
36081032900,LI - Not Losing Low-Income Households
36081040100,LI - Not Losing Low-Income Households
36081033402,LI - Not Losing Low-Income Households
36081033900,LI - Ongoing Displacement of Low- Income Households
36081039400,LI - Not Losing Low-Income Households
36081039800,MHI - Not Losing Low-Income Households
36081040700,LI - Not Losing Low-Income Households
36081040200,MHI - Displacement of LI hh - Ongoing Exclusion
36081040400,LI - Not Losing Low-Income Households
36081040500,LI - Not Losing Low-Income Households
36081041100,LI - Not Losing Low-Income Households
36081041400,LI - Not Losing Low-Income Households
36061023700,LI - Ongoing Gentrification
36081041500,LI - Not Losing Low-Income Households
36081042700,LI - Not Losing Low-Income Households
36081043400,MHI - Not Losing Low-Income Households
36061023400,LI - At Risk of Gentrification
36061023501,LI - Not Losing Low-Income Households
36061023502,LI - Not Losing Low-Income Households
36061023600,LI - Not Losing Low-Income Households
36061023900,LI - Not Losing Low-Income Households
36061024301,LI - Ongoing Gentrification
36061025500,LI - Not Losing Low-Income Households
36061024302,LI - Not Losing Low-Income Households
36061024500,LI - At Risk of Gentrification
36061024900,LI - Not Losing Low-Income Households
36061026300,LI - At Risk of Gentrification
36061026500,LI - Ongoing Gentrification
36061026700,LI - Not Losing Low-Income Households
36061026900,LI - At Risk of Gentrification
36061028500,LI - At Risk of Gentrification
36061027500,MHI - At Risk of Exclusion
36061027700,LI - Not Losing Low-Income Households
36061027900,LI - Not Losing Low-Income Households
36061016300,MHI - At Risk of Exclusion
36087010801,MHI - At Risk of Exclusion
36087010803,MHI - At Risk of Exclusion
36061028700,LI - Ongoing Gentrification
36061029100,LI - Not Losing Low-Income Households
36061029300,LI - Not Losing Low-Income Households
36061029500,LI - Ongoing Gentrification
36061030300,LI - Not Losing Low-Income Households
36061030900,LI - Not Losing Low-Income Households
36061011000,MHI - Not Losing Low-Income Households
36061010800,MHI - Displacement of LI hh - Ongoing Exclusion
36085003900,LI - Ongoing Displacement of Low- Income Households
36085004000,LI - Not Losing Low-Income Households
36085004700,MHI - Not Losing Low-Income Households
36085005000,LI - Not Losing Low-Income Households
36085005900,MHI - At Risk of Exclusion
36085006400,LI - Not Losing Low-Income Households
36085007400,LI - Not Losing Low-Income Households
36085007500,LI - Ongoing Gentrification
36085008100,LI - Not Losing Low-Income Households
36085009601,LI - Ongoing Displacement of Low- Income Households
36085009602,MHI - Displacement of LI hh - Ongoing Exclusion
36061010602,MHI - Not Losing Low-Income Households
36061015001,MHI - At Risk of Exclusion
36061011203,MHI - At Risk of Exclusion
36085009700,MHI - Displacement of LI hh - Ongoing Exclusion
36061005200,MHI - Displacement of LI hh - Ongoing Exclusion
36061010100,MHI - At Risk of Exclusion
36061014700,MHI - Displacement of LI hh - Ongoing Exclusion
36085020801,MHI - Not Losing Low-Income Households
36085018702,MHI - Not Losing Low-Income Households
36085018901,LI - Not Losing Low-Income Households
36085019700,MHI - At Risk of Exclusion
36085023100,LI - Not Losing Low-Income Households
36085022300,LI - Ongoing Gentrification
36085023900,LI - Not Losing Low-Income Households
36061015002,MHI - At Risk of Exclusion
36061015200,LI - Not Losing Low-Income Households
36061019100,MHI - At Risk of Exclusion
36087013100,LI - Not Losing Low-Income Households
36075020400,MHI - Not Losing Low-Income Households
36075020800,MHI - Not Losing Low-Income Households
36075021000,MHI - At Risk of Exclusion
36085011202,LI - Not Losing Low-Income Households
36085011401,LI - Not Losing Low-Income Households
36085011402,MHI - Not Losing Low-Income Households
36085012100,MHI - Displacement of LI hh - Ongoing Exclusion
36085012500,LI - Ongoing Displacement of Low- Income Households
36085022600,MHI - Displacement of LI hh - Ongoing Exclusion
36085012804,LI - Ongoing Displacement of Low- Income Households
36085013302,LI - Not Losing Low-Income Households
36085013400,LI - Not Losing Low-Income Households
36085013800,MHI - Not Losing Low-Income Households
36087011200,MHI - At Risk of Exclusion
36087011401,MHI - At Risk of Exclusion
36013036800,MHI - At Risk of Exclusion
36013035100,MHI - At Risk of Exclusion
36013036300,LI - Not Losing Low-Income Households
36087011504,MHI - Not Losing Low-Income Households
36087011700,MHI - At Risk of Exclusion
36075020902,MHI - Not Losing Low-Income Households
36075020703,MHI - Not Losing Low-Income Households
36075020500,MHI - Not Losing Low-Income Households
36075020901,LI - Not Losing Low-Income Households
36075020701,MHI - Not Losing Low-Income Households
36075021601,LI - Not Losing Low-Income Households
36075021200,MHI - Not Losing Low-Income Households
36075021401,MHI - Not Losing Low-Income Households
36075020100,MHI - Not Losing Low-Income Households
36075020600,MHI - Not Losing Low-Income Households
36075020702,LI - Not Losing Low-Income Households
36029015003,MHI - Not Losing Low-Income Households
36029015101,MHI - Not Losing Low-Income Households
36029015301,MHI - At Risk of Exclusion
36029015302,MHI - At Risk of Exclusion
36029015600,MHI - Advanced Gentrification
36029015700,MHI - At Risk of Exclusion
36029015900,MHI - At Risk of Exclusion
36029013202,MHI - Displacement of LI hh - Ongoing Exclusion
36115090000,MHI - At Risk of Exclusion
36075020200,MHI - Not Losing Low-Income Households
36075020302,LI - Not Losing Low-Income Households
36075020301,LI - Not Losing Low-Income Households
36029006601,LI - Not Losing Low-Income Households
36029006701,LI - Not Losing Low-Income Households
36029006100,LI - Not Losing Low-Income Households
36029006302,MHI - At Risk of Exclusion
36029006501,MHI - At Risk of Exclusion
36115080200,LI - Not Losing Low-Income Households
36115081000,MHI - Not Losing Low-Income Households
36115084000,LI - Not Losing Low-Income Households
36115092000,LI - Not Losing Low-Income Households
36115094000,MHI - Displacement of LI hh - Ongoing Exclusion
36115080100,LI - Not Losing Low-Income Households
36115080300,MHI - Not Losing Low-Income Households
36115091000,LI - Not Losing Low-Income Households
36115089000,MHI - At Risk of Exclusion
36003950800,LI - Not Losing Low-Income Households
36007012400,LI - Not Losing Low-Income Households
36115085000,MHI - Not Losing Low-Income Households
36115086000,LI - Not Losing Low-Income Households
36115088000,MHI - At Risk of Exclusion
36115087000,MHI - Not Losing Low-Income Households
36115093000,MHI - At Risk of Exclusion
36029013400,MHI - At Risk of Exclusion
36029013600,MHI - At Risk of Exclusion
36029013701,MHI - At Risk of Exclusion
36029013702,MHI - Displacement of LI hh - Ongoing Exclusion
36029013800,MHI - Displacement of LI hh - Ongoing Exclusion
36029013900,MHI - At Risk of Exclusion
36029014000,MHI - At Risk of Exclusion
36029014101,MHI - At Risk of Exclusion
36029014102,MHI - At Risk of Exclusion
36029014204,MHI - Not Losing Low-Income Households
36029014501,MHI - Not Losing Low-Income Households
36029014502,LI - Not Losing Low-Income Households
36029014601,MHI - At Risk of Exclusion
36029014702,MHI - Displacement of LI hh - Ongoing Exclusion
36029014801,LI - Ongoing Gentrification
36029014903,MHI - Not Losing Low-Income Households
36029015001,MHI - Not Losing Low-Income Households
36029015002,MHI - Not Losing Low-Income Households
36119007200,MHI - At Risk of Exclusion
36119007300,LI - Not Losing Low-Income Households
36119007401,LI - Not Losing Low-Income Households
36119007402,MHI - Displacement of LI hh - Ongoing Exclusion
36119007500,MHI - Not Losing Low-Income Households
36119007600,MHI - Displacement of LI hh - Ongoing Exclusion
36119007700,MHI - At Risk of Exclusion
36119007800,LI - Not Losing Low-Income Households
36119007900,LI - Not Losing Low-Income Households
36119008000,LI - Not Losing Low-Income Households
36119008100,LI - Not Losing Low-Income Households
36101960600,LI - Not Losing Low-Income Households
36101962800,MHI - Not Losing Low-Income Households
36101960400,LI - Not Losing Low-Income Households
36101960500,LI - Not Losing Low-Income Households
36101961300,LI - Not Losing Low-Income Households
36101962600,MHI - Advanced Gentrification
36101961700,MHI - Not Losing Low-Income Households
36101960200,LI - Ongoing Displacement of Low- Income Households
36101960300,LI - Not Losing Low-Income Households
36003950700,LI - Ongoing Displacement of Low- Income Households
36003950300,MHI - Not Losing Low-Income Households
36003950400,MHI - Not Losing Low-Income Households
36003951200,LI - Not Losing Low-Income Households
36003950100,MHI - Not Losing Low-Income Households
36063024002,MHI - At Risk of Exclusion
36003950600,LI - Not Losing Low-Income Households
36003950500,MHI - At Risk of Exclusion
36003951100,LI - Not Losing Low-Income Households
36063023500,LI - Not Losing Low-Income Households
36091061302,MHI - At Risk of Exclusion
36091061401,LI - Not Losing Low-Income Households
36091061500,LI - Ongoing Gentrification
36091061600,MHI - At Risk of Exclusion
36091061701,MHI - At Risk of Exclusion
36091061800,LI - Not Losing Low-Income Households
36091061903,MHI - At Risk of Exclusion
36091062100,LI - Not Losing Low-Income Households
36063023401,MHI - Not Losing Low-Income Households
36063023600,LI - Not Losing Low-Income Households
36063021300,LI - Not Losing Low-Income Households
36063022702,MHI - Displacement of LI hh - Ongoing Exclusion
36063023402,MHI - At Risk of Exclusion
36063024202,MHI - Advanced Gentrification
36063024001,MHI - At Risk of Exclusion
36091062000,MHI - At Risk of Exclusion
36091062403,MHI - Displacement of LI hh - Ongoing Exclusion
36091062501,MHI - At Risk of Exclusion
36091062503,MHI - At Risk of Exclusion
36063020300,LI - Ongoing Displacement of Low- Income Households
36063020400,LI - Ongoing Displacement of Low- Income Households
36063020500,LI - Not Losing Low-Income Households
36063020600,LI - Not Losing Low-Income Households
36063020700,LI - Not Losing Low-Income Households
36063020900,LI - Not Losing Low-Income Households
36063021100,LI - Ongoing Displacement of Low- Income Households
36063021000,LI - Not Losing Low-Income Households
36063021400,LI - Not Losing Low-Income Households
36063022711,MHI - At Risk of Exclusion
36063024201,MHI - Not Losing Low-Income Households
36091062601,MHI - Displacement of LI hh - Ongoing Exclusion
36091062700,LI - Not Losing Low-Income Households
36005024000,LI - Not Losing Low-Income Households
36063020100,MHI - At Risk of Exclusion
36093032901,MHI - Not Losing Low-Income Households
36093032902,MHI - At Risk of Exclusion
36093033002,MHI - Displacement of LI hh - Ongoing Exclusion
36093033101,MHI - Not Losing Low-Income Households
36093020300,LI - Not Losing Low-Income Households
36063020200,LI - Not Losing Low-Income Households
36007001800,LI - Not Losing Low-Income Households
36007011901,MHI - Not Losing Low-Income Households
36007011902,MHI - Not Losing Low-Income Households
36007011903,MHI - Not Losing Low-Income Households
36029000800,MHI - At Risk of Exclusion
36029001402,LI - Ongoing Displacement of Low- Income Households
36007012102,MHI - At Risk of Exclusion
36007012103,MHI - Not Losing Low-Income Households
36007012201,MHI - At Risk of Exclusion
36007012500,MHI - Not Losing Low-Income Households
36007012600,MHI - Not Losing Low-Income Households
36113070400,LI - Ongoing Displacement of Low- Income Households
36113070500,LI - Ongoing Displacement of Low- Income Households
36113072000,MHI - At Risk of Exclusion
36113078000,LI - Not Losing Low-Income Households
36113073000,LI - Ongoing Displacement of Low- Income Households
36113070800,LI - Not Losing Low-Income Households
36113075000,LI - Not Losing Low-Income Households
36113070200,LI - Not Losing Low-Income Households
36113070900,MHI - At Risk of Exclusion
36113070300,LI - Not Losing Low-Income Households
36113074000,LI - Ongoing Displacement of Low- Income Households
36113071000,LI - Ongoing Displacement of Low- Income Households
36113070100,MHI - At Risk of Exclusion
36113076000,MHI - Advanced Gentrification
36005022703,MHI - Displacement of LI hh - Ongoing Exclusion
36005022901,LI - Not Losing Low-Income Households
36005023000,LI - Ongoing Displacement of Low- Income Households
36005023200,MHI - Displacement of LI hh - Ongoing Exclusion
36005023302,LI - Ongoing Gentrification
36005023502,LI - Not Losing Low-Income Households
36005023600,LI - Not Losing Low-Income Households
36005023900,LI - Ongoing Displacement of Low- Income Households
36005024300,LI - Not Losing Low-Income Households
36005024600,MHI - Advanced Gentrification
36005025000,MHI - Displacement of LI hh - Ongoing Exclusion
36005024700,MHI - Not Losing Low-Income Households
36005024800,MHI - Advanced Gentrification
36005025300,LI - Ongoing Displacement of Low- Income Households
36005025400,MHI - Not Losing Low-Income Households
36005025500,LI - Not Losing Low-Income Households
36005025600,MHI - Not Losing Low-Income Households
36005027300,MHI - Not Losing Low-Income Households
36005025700,LI - Not Losing Low-Income Households
36005026100,MHI - Not Losing Low-Income Households
36005026400,MHI - Advanced Gentrification
36005026500,LI - At Risk of Gentrification
36005026601,MHI - Not Losing Low-Income Households
36005026602,MHI - Not Losing Low-Income Households
36005026900,LI - Not Losing Low-Income Households
36005027700,LI - Not Losing Low-Income Households
36005028900,MHI - Advanced Gentrification
36005027900,MHI - Not Losing Low-Income Households
36005028300,LI - Ongoing Gentrification
36005028500,MHI - Advanced Gentrification
36005029500,MHI - Displacement of LI hh - Ongoing Exclusion
36005029600,MHI - Not Losing Low-Income Households
36005030000,MHI - Advanced Gentrification
36005030100,MHI - Not Losing Low-Income Households
36005030200,MHI - Not Losing Low-Income Households
36005031000,MHI - Displacement of LI hh - Ongoing Exclusion
36005031800,MHI - Not Losing Low-Income Households
36005032300,MHI - Not Losing Low-Income Households
36005032400,LI - Not Losing Low-Income Households
36005034200,MHI - Not Losing Low-Income Households
36063024102,MHI - At Risk of Exclusion
36005033600,LI - Not Losing Low-Income Households
36005033800,MHI - Not Losing Low-Income Households
36005034000,LI - At Risk of Gentrification
36005034300,MHI - At Risk of Exclusion
36005034400,MHI - At Risk of Exclusion
36005038600,MHI - Not Losing Low-Income Households
36005037800,MHI - At Risk of Exclusion
36005037900,LI - Not Losing Low-Income Households
36005038000,LI - Not Losing Low-Income Households
36005038100,LI - Ongoing Displacement of Low- Income Households
36005038500,LI - Not Losing Low-Income Households
36005038700,LI - At Risk of Gentrification
36005038900,LI - Ongoing Displacement of Low- Income Households
36005039100,LI - Ongoing Displacement of Low- Income Households
36005039200,MHI - Not Losing Low-Income Households
36005039902,LI - At Risk of Gentrification
36005039300,LI - Not Losing Low-Income Households
36005039400,LI - At Risk of Gentrification
36005039700,LI - At Risk of Gentrification
36005040100,LI - At Risk of Gentrification
36005040600,MHI - Displacement of LI hh - Ongoing Exclusion
36081058500,MHI - At Risk of Exclusion
36005040701,LI - Ongoing Displacement of Low- Income Households
36005040702,LI - Not Losing Low-Income Households
36005034500,MHI - Not Losing Low-Income Households
36005035000,MHI - Advanced Gentrification
36081018300,MHI - At Risk of Exclusion
36081070900,MHI - At Risk of Exclusion
36081006900,LI - Ongoing Displacement of Low- Income Households
36081015900,LI - Ongoing Displacement of Low- Income Households
36081011600,MHI - Not Losing Low-Income Households
36081055100,LI - Ongoing Gentrification
36081048100,LI - Not Losing Low-Income Households
36081046100,LI - Not Losing Low-Income Households
36081023600,LI - Ongoing Displacement of Low- Income Households
36081116300,LI - Not Losing Low-Income Households
36081074700,MHI - Not Losing Low-Income Households
36081012100,LI - Not Losing Low-Income Households
36081014400,LI - Not Losing Low-Income Households
36081032700,LI - Not Losing Low-Income Households
36081053800,MHI - Not Losing Low-Income Households
36081027500,LI - Not Losing Low-Income Households
36081050600,MHI - Displacement of LI hh - Ongoing Exclusion
36081129102,MHI - At Risk of Exclusion
36081026100,LI - At Risk of Gentrification
36081040900,LI - Not Losing Low-Income Households
36055008600,LI - Not Losing Low-Income Households
36055008701,LI - Not Losing Low-Income Households
36055008702,LI - Not Losing Low-Income Households
36055008800,LI - Not Losing Low-Income Households
36081002000,MHI - Displacement of LI hh - Ongoing Exclusion
36081120100,LI - Not Losing Low-Income Households
36081107201,MHI - At Risk of Exclusion
36081058700,LI - Ongoing Gentrification
36081016400,MHI - Not Losing Low-Income Households
36081010100,MHI - At Risk of Exclusion
36081056200,MHI - At Risk of Exclusion
36081063000,MHI - Not Losing Low-Income Households
36081020200,MHI - Advanced Gentrification
36081050202,MHI - Not Losing Low-Income Households
36081059600,MHI - At Risk of Exclusion
36081022002,LI - Not Losing Low-Income Households
36081085500,LI - Not Losing Low-Income Households
36081011100,MHI - Displacement of LI hh - Ongoing Exclusion
36081067900,LI - At Risk of Gentrification
36081012000,LI - Not Losing Low-Income Households
36081005700,LI - Not Losing Low-Income Households
36055005100,LI - Not Losing Low-Income Households
36081033700,LI - Ongoing Displacement of Low- Income Households
36119002201,MHI - Displacement of LI hh - Ongoing Exclusion
36119002202,LI - Ongoing Displacement of Low- Income Households
36119002204,LI - Not Losing Low-Income Households
36055009200,LI - Not Losing Low-Income Households
36055011800,MHI - At Risk of Exclusion
36055003600,LI - Ongoing Displacement of Low- Income Households
36055003700,LI - Ongoing Displacement of Low- Income Households
36055003900,LI - Not Losing Low-Income Households
36055004000,LI - Not Losing Low-Income Households
36055004100,LI - Not Losing Low-Income Households
36055004602,LI - Not Losing Low-Income Households
36055004701,LI - Not Losing Low-Income Households
36055004900,LI - Not Losing Low-Income Households
36055005000,LI - Not Losing Low-Income Households
36055005200,LI - Not Losing Low-Income Households
36055006200,LI - Not Losing Low-Income Households
36055009301,LI - Not Losing Low-Income Households
36055009302,LI - Not Losing Low-Income Households
36055009601,LI - Not Losing Low-Income Households
36055009602,LI - Not Losing Low-Income Households
36055009604,LI - Not Losing Low-Income Households
36055005300,LI - Not Losing Low-Income Households
36055005500,LI - Not Losing Low-Income Households
36055005600,LI - Not Losing Low-Income Households
36055005700,LI - Not Losing Low-Income Households
36055005800,LI - Not Losing Low-Income Households
36055005900,LI - Not Losing Low-Income Households
36055006000,LI - Not Losing Low-Income Households
36055006300,LI - Not Losing Low-Income Households
36055006400,LI - Not Losing Low-Income Households
36055006500,LI - Not Losing Low-Income Households
36055011503,MHI - At Risk of Exclusion
36055006600,LI - Not Losing Low-Income Households
36055006700,LI - Not Losing Low-Income Households
36055006800,LI - Not Losing Low-Income Households
36055011400,LI - Not Losing Low-Income Households
36055011501,MHI - Displacement of LI hh - Ongoing Exclusion
36119002405,LI - Not Losing Low-Income Households
36055011504,MHI - At Risk of Exclusion
36055011505,MHI - Displacement of LI hh - Ongoing Exclusion
36119002300,LI - Not Losing Low-Income Households
36119002403,LI - Not Losing Low-Income Households
36119002401,LI - Not Losing Low-Income Households
36119002402,LI - Not Losing Low-Income Households
36119002404,LI - Not Losing Low-Income Households
36071013600,MHI - At Risk of Exclusion
36055011601,MHI - At Risk of Exclusion
36071013300,MHI - Displacement of LI hh - Ongoing Exclusion
36071013800,MHI - Displacement of LI hh - Ongoing Exclusion
36071010500,MHI - Not Losing Low-Income Households
36071012200,MHI - At Risk of Exclusion
36071014800,MHI - At Risk of Exclusion
36071010200,MHI - At Risk of Exclusion
36071014700,MHI - Not Losing Low-Income Households
36055006900,LI - Not Losing Low-Income Households
36119002600,LI - Not Losing Low-Income Households
36119003000,LI - Not Losing Low-Income Households
36055007000,LI - Not Losing Low-Income Households
36055007600,MHI - At Risk of Exclusion
36055007700,LI - Not Losing Low-Income Households
36055007802,MHI - At Risk of Exclusion
36055007900,LI - Not Losing Low-Income Households
36055008000,LI - Not Losing Low-Income Households
36081045900,LI - Not Losing Low-Income Households
36055008100,LI - Not Losing Low-Income Households
36055008200,LI - Not Losing Low-Income Households
36055008400,LI - Not Losing Low-Income Households
36055008500,LI - Not Losing Low-Income Households
36055011901,LI - Not Losing Low-Income Households
36055011902,MHI - At Risk of Exclusion
36055012000,LI - Ongoing Displacement of Low- Income Households
36055012202,MHI - At Risk of Exclusion
36055012301,MHI - Displacement of LI hh - Ongoing Exclusion
36081037500,LI - Not Losing Low-Income Households
36081085700,LI - Not Losing Low-Income Households
36081062300,MHI - Advanced Gentrification
36081111300,MHI - At Risk of Exclusion
36081140300,MHI - Not Losing Low-Income Households
36081005200,LI - Not Losing Low-Income Households
36081019800,LI - At Risk of Gentrification
36081071900,LI - Not Losing Low-Income Households
36081052600,MHI - Not Losing Low-Income Households
36081026400,LI - Not Losing Low-Income Households
36081014100,MHI - Not Losing Low-Income Households
36081001400,MHI - Displacement of LI hh - Ongoing Exclusion
36081009700,MHI - At Risk of Exclusion
36081115900,LI - Not Losing Low-Income Households
36119002900,LI - Not Losing Low-Income Households
36055010100,LI - Not Losing Low-Income Households
36055010200,MHI - At Risk of Exclusion
36055010300,MHI - At Risk of Exclusion
36055010400,LI - Not Losing Low-Income Households
36055010500,MHI - At Risk of Exclusion
36055010601,LI - Not Losing Low-Income Households
36055010602,LI - Not Losing Low-Income Households
36055010700,MHI - At Risk of Exclusion
36055010800,MHI - At Risk of Exclusion
36055010901,LI - Not Losing Low-Income Households
36119000803,LI - Not Losing Low-Income Households
36119003100,LI - At Risk of Gentrification
36119008403,LI - Ongoing Displacement of Low- Income Households
36119006900,MHI - Displacement of LI hh - Ongoing Exclusion
36055011603,LI - Not Losing Low-Income Households
36055011605,MHI - At Risk of Exclusion
36055011703,MHI - At Risk of Exclusion
36081012601,MHI - Not Losing Low-Income Households
36119005800,LI - Not Losing Low-Income Households
36081017900,LI - At Risk of Gentrification
36081026700,LI - Not Losing Low-Income Households
36081010400,MHI - Not Losing Low-Income Households
36081048000,LI - Not Losing Low-Income Households
36081036100,LI - Not Losing Low-Income Households
36081040000,MHI - At Risk of Exclusion
36081045200,LI - Not Losing Low-Income Households
36081051200,MHI - Not Losing Low-Income Households
36081053200,MHI - Advanced Gentrification
36081059000,MHI - Not Losing Low-Income Households
36081060300,MHI - Displacement of LI hh - Ongoing Exclusion
36081063200,MHI - At Risk of Exclusion
36081070300,MHI - Not Losing Low-Income Households
36081085300,LI - Not Losing Low-Income Households
36081118500,LI - Not Losing Low-Income Households
36119003200,LI - Not Losing Low-Income Households
36119004800,LI - Not Losing Low-Income Households
36119005001,MHI - At Risk of Exclusion
36081041300,LI - Not Losing Low-Income Households
36081077904,LI - Not Losing Low-Income Households
36081114700,MHI - At Risk of Exclusion
36081001600,LI - Not Losing Low-Income Households
36081014201,LI - Ongoing Displacement of Low- Income Households
36081113300,MHI - Displacement of LI hh - Ongoing Exclusion
36081115700,LI - Not Losing Low-Income Households
36081000800,LI - Ongoing Displacement of Low- Income Households
36081118700,LI - Not Losing Low-Income Households
36081137700,MHI - Not Losing Low-Income Households
36081145900,MHI - Displacement of LI hh - Ongoing Exclusion
36081157102,MHI - At Risk of Exclusion
36055011100,MHI - At Risk of Exclusion
36055011201,MHI - Displacement of LI hh - Ongoing Exclusion
36055011203,MHI - At Risk of Exclusion
36055011205,MHI - At Risk of Exclusion
36081000100,MHI - Advanced Gentrification
36081000400,LI - Not Losing Low-Income Households
36081000600,MHI - Not Losing Low-Income Households
36081000700,MHI - Displacement of LI hh - Ongoing Exclusion
36081001000,MHI - Not Losing Low-Income Households
36081001200,MHI - Displacement of LI hh - Ongoing Exclusion
36081001800,LI - Not Losing Low-Income Households
36081001900,MHI - Advanced Gentrification
36081002200,MHI - Not Losing Low-Income Households
36081002800,LI - Not Losing Low-Income Households
36081002400,LI - Not Losing Low-Income Households
36081002500,LI - Not Losing Low-Income Households
36081002600,MHI - At Risk of Exclusion
36081003000,LI - Not Losing Low-Income Households
36081003100,LI - Not Losing Low-Income Households
36081003200,MHI - Not Losing Low-Income Households
36081005100,LI - Not Losing Low-Income Households
36081056400,LI - Not Losing Low-Income Households
36081052000,MHI - Not Losing Low-Income Households
36081027600,LI - Not Losing Low-Income Households
36081046000,LI - Not Losing Low-Income Households
36081010800,LI - Not Losing Low-Income Households
36081092500,LI - Not Losing Low-Income Households
36081066900,MHI - Not Losing Low-Income Households
36081023200,MHI - Not Losing Low-Income Households
36081085900,LI - Not Losing Low-Income Households
36081124700,MHI - At Risk of Exclusion
36081015300,LI - Not Losing Low-Income Households
36081061601,MHI - At Risk of Exclusion
36081015100,LI - Ongoing Displacement of Low- Income Households
36081011400,LI - Not Losing Low-Income Households
36081038400,MHI - Advanced Gentrification
36081005500,MHI - Not Losing Low-Income Households
36081028300,MHI - Not Losing Low-Income Households
36081054900,LI - At Risk of Gentrification
36081014300,MHI - At Risk of Exclusion
36081024700,LI - Not Losing Low-Income Households
36081016100,LI - Not Losing Low-Income Households
36081017800,LI - Not Losing Low-Income Households
36081027700,LI - Ongoing Gentrification
36081004002,MHI - Displacement of LI hh - Ongoing Exclusion
36081052500,MHI - Not Losing Low-Income Households
36081040300,LI - Not Losing Low-Income Households
36081045700,LI - Not Losing Low-Income Households
36081062500,MHI - Advanced Gentrification
36081039900,LI - Not Losing Low-Income Households
36081012800,MHI - At Risk of Exclusion
36081000200,MHI - Displacement of LI hh - Ongoing Exclusion
36081005900,MHI - Advanced Gentrification
36081056000,MHI - At Risk of Exclusion
36081058300,MHI - At Risk of Exclusion
36081033401,MHI - Not Losing Low-Income Households
36081072100,LI - Not Losing Low-Income Households
36081007300,LI - Ongoing Displacement of Low- Income Households
36081004401,LI - Not Losing Low-Income Households
36081061200,MHI - Displacement of LI hh - Ongoing Exclusion
36081028500,MHI - Displacement of LI hh - Ongoing Exclusion
36081133900,MHI - At Risk of Exclusion
36081023800,LI - At Risk of Gentrification
36081074100,MHI - At Risk of Exclusion
36081118900,MHI - Not Losing Low-Income Households
36081013000,MHI - At Risk of Exclusion
36081055600,MHI - Not Losing Low-Income Households
36081099701,MHI - Not Losing Low-Income Households
36081011900,MHI - At Risk of Exclusion
36081035100,LI - Ongoing Gentrification
36081050400,LI - Not Losing Low-Income Households
36081043200,MHI - Displacement of LI hh - Ongoing Exclusion
36081025900,LI - Not Losing Low-Income Households
36081091900,LI - Not Losing Low-Income Households
36081036300,LI - Not Losing Low-Income Households
36081037700,LI - Not Losing Low-Income Households
36081068300,LI - Ongoing Displacement of Low- Income Households
36119005200,MHI - Displacement of LI hh - Ongoing Exclusion
36119005701,LI - Not Losing Low-Income Households
36119002101,LI - Not Losing Low-Income Households
36119002800,LI - Not Losing Low-Income Households
36119001101,LI - Not Losing Low-Income Households
36119006802,MHI - At Risk of Exclusion
36119007000,MHI - At Risk of Exclusion
36119008302,MHI - Not Losing Low-Income Households
36119002700,LI - Not Losing Low-Income Households
36119002203,LI - Ongoing Gentrification
36119004600,MHI - At Risk of Exclusion
36119003300,LI - Not Losing Low-Income Households
36119003400,LI - Not Losing Low-Income Households
36119003500,LI - Not Losing Low-Income Households
36119004000,LI - Not Losing Low-Income Households
36119003600,LI - Not Losing Low-Income Households
36119003700,LI - Not Losing Low-Income Households
36119003800,LI - Not Losing Low-Income Households
36119003900,LI - Not Losing Low-Income Households
36119004100,LI - Not Losing Low-Income Households
36119004200,LI - Not Losing Low-Income Households
36119004400,MHI - Displacement of LI hh - Ongoing Exclusion
36119004500,MHI - Advanced Gentrification
36119004300,LI - Not Losing Low-Income Households
36119000101,LI - Not Losing Low-Income Households
36119000202,LI - Not Losing Low-Income Households
36119000103,LI - Not Losing Low-Income Households
36119000201,LI - Not Losing Low-Income Households
